source_authority,source_identifier,destination_authority,destination_identifier,mapping_method,confidence,authority,date,provenance,quality_score
public.orchid_taxonomy,52488,public.taxonomy_species,22128,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52219,public.taxonomy_species,21749,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52219,public.taxonomy_species,21748,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52219,public.taxonomy_species,22133,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51984,public.taxonomy_species,21751,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120261,public.taxonomy_species,22137,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51838,public.taxonomy_species,21762,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51838,public.taxonomy_species,21762,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52239,public.taxonomy_species,21763,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120262,public.taxonomy_species,21764,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52275,public.taxonomy_species,21766,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51929,public.taxonomy_species,22147,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51986,public.taxonomy_species,21745,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52338,public.taxonomy_species,21768,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52338,public.taxonomy_species,21767,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52338,public.taxonomy_species,22211,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52484,public.taxonomy_species,21770,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52344,public.taxonomy_species,22213,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52546,public.taxonomy_species,6635,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52049,public.taxonomy_species,6637,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52155,public.taxonomy_species,6659,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52626,public.taxonomy_species,6664,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120268,public.taxonomy_species,1650,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49620,public.taxonomy_species,2733,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49614,public.taxonomy_species,2734,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49622,public.taxonomy_species,2735,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49621,public.taxonomy_species,2736,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49615,public.taxonomy_species,2737,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49618,public.taxonomy_species,2739,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49618,public.taxonomy_species,2738,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49623,public.taxonomy_species,2742,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49619,public.taxonomy_species,2744,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49619,public.taxonomy_species,2743,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49616,public.taxonomy_species,2745,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49613,public.taxonomy_species,1368,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49617,public.taxonomy_species,1369,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44772,public.taxonomy_species,1548,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44772,public.taxonomy_species,1549,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44775,public.taxonomy_species,1646,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44774,public.taxonomy_species,1647,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,44773,public.taxonomy_species,1648,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49492,public.taxonomy_species,2778,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49495,public.taxonomy_species,2779,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49494,public.taxonomy_species,2780,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49491,public.taxonomy_species,1712,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,49493,public.taxonomy_species,1555,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,45263,public.taxonomy_species,33554,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48516,public.taxonomy_species,9354,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48518,public.taxonomy_species,9355,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,48517,public.taxonomy_species,9357,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120278,public.taxonomy_species,19553,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120279,public.taxonomy_species,19555,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19785,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19556,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19557,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19558,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19559,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52173,public.taxonomy_species,19786,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,120282,public.taxonomy_species,19787,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,51813,public.taxonomy_species,19562,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52523,public.taxonomy_species,19567,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52523,public.taxonomy_species,19566,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52523,public.taxonomy_species,19565,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52523,public.taxonomy_species,19564,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50582,public.taxonomy_species,16798,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50575,public.taxonomy_species,16799,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50567,public.taxonomy_species,16801,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50547,public.taxonomy_species,16803,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50538,public.taxonomy_species,16804,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50531,public.taxonomy_species,16805,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50520,public.taxonomy_species,16807,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50512,public.taxonomy_species,16808,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50472,public.taxonomy_species,16810,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50448,public.taxonomy_species,16811,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,52322,public.taxonomy_species,16812,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50414,public.taxonomy_species,16813,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50386,public.taxonomy_species,16505,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50377,public.taxonomy_species,16506,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50368,public.taxonomy_species,16507,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50339,public.taxonomy_species,16508,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50301,public.taxonomy_species,16510,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50286,public.taxonomy_species,16512,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50265,public.taxonomy_species,16513,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50257,public.taxonomy_species,16625,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50241,public.taxonomy_species,16626,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50217,public.taxonomy_species,16628,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50182,public.taxonomy_species,16630,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50173,public.taxonomy_species,16631,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50154,public.taxonomy_species,16632,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50129,public.taxonomy_species,16633,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50125,public.taxonomy_species,16634,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50115,public.taxonomy_species,16635,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50098,public.taxonomy_species,16636,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50072,public.taxonomy_species,16637,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50041,public.taxonomy_species,16529,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50030,public.taxonomy_species,16530,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50518,public.taxonomy_species,16531,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,45674,public.taxonomy_species,16533,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,45674,public.taxonomy_species,16534,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50703,public.taxonomy_species,16535,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50681,public.taxonomy_species,16536,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50355,public.taxonomy_species,16537,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50619,public.taxonomy_species,16538,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50273,public.taxonomy_species,16539,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50602,public.taxonomy_species,16565,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50593,public.taxonomy_species,16566,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50570,public.taxonomy_species,16567,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50562,public.taxonomy_species,16568,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50548,public.taxonomy_species,16569,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50541,public.taxonomy_species,16570,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50533,public.taxonomy_species,16571,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50451,public.taxonomy_species,16574,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50441,public.taxonomy_species,16576,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50416,public.taxonomy_species,16577,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50406,public.taxonomy_species,16578,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50394,public.taxonomy_species,16579,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,50388,public.taxonomy_species,16580,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
